clade,genome,assembly,group,track,table,clade.text,genome.text,assembly.text,group.text,track.text,table.text,downloadLink,bwEpitransPath
mammal,Mouse,mm10,RP-ElongatingRibos,You15_RiboProElong,You15_RPFLipo_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: You 2015,RPFLipo (You15_RPFLipo_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=You15_RPFLipo_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/You15_RPFLipo_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_1_h_Tg_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,1 h Tg (Reid14_1_h_Tg_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_1_h_Tg_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_1_h_Tg_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_None_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,None (Reid14_None_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_None_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_None_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_30_min_DTT_10_min_recover_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,30 min DTT 10 min recover (Reid14_30_min_DTT_10_min_recover_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_30_min_DTT_10_min_recover_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_30_min_DTT_10_min_recover_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_30_min_DTT_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,30 min DTT (Reid14_30_min_DTT_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_30_min_DTT_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_30_min_DTT_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_0_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,0.5 h Tg (Reid14_0_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_0_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_0_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_2_h_Tg_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,2 h Tg (Reid14_2_h_Tg_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_2_h_Tg_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_2_h_Tg_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_30_min_DTT_20_min_recover_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,30 min DTT 20 min recover (Reid14_30_min_DTT_20_min_recover_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_30_min_DTT_20_min_recover_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_30_min_DTT_20_min_recover_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Reid14_RiboProElong,Reid14_4_h_Tg_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),MES: Reid 2014,4 h Tg (Reid14_4_h_Tg_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Reid14_4_h_Tg_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Reid14_4_h_Tg_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT14_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT14 D RFP (Atger15_WT_RF_ZT14_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT14_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT14_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT06_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT06 B RFP (Atger15_WT_AL_ZT06_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT06_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT06_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT04_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT04 A RFP (Atger15_WT_AL_ZT04_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT04_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT04_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT18_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT18 A RFP (Atger15_WT_RF_ZT18_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT18_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT18_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT06_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT06 A RFP (Atger15_WT_AL_ZT06_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT06_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT06_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT12_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT12 A RFP (Atger15_WT_AL_ZT12_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT12_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT12_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_KO_RF_ZT02_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,KO RF ZT02 C RFP (Atger15_KO_RF_ZT02_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_KO_RF_ZT02_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_KO_RF_ZT02_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT16_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT16 A RFP (Atger15_WT_AL_ZT16_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT16_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT16_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_KO_RF_ZT10_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,KO RF ZT10 C RFP (Atger15_KO_RF_ZT10_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_KO_RF_ZT10_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_KO_RF_ZT10_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT02_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT02 A RFP (Atger15_WT_AL_ZT02_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT02_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT02_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT08_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT08 D RFP (Atger15_WT_AL_ZT08_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT08_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT08_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT06_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT06 D RFP (Atger15_WT_RF_ZT06_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT06_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT06_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT00_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT00 C RFP (Atger15_WT_AL_ZT00_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT00_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT00_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_KO_RF_ZT18_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,KO RF ZT18 D RFP (Atger15_KO_RF_ZT18_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_KO_RF_ZT18_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_KO_RF_ZT18_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT16_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT16 C RFP (Atger15_WT_AL_ZT16_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT16_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT16_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT18_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT18 B RFP (Atger15_WT_AL_ZT18_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT18_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT18_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT02_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT02 A RFP (Atger15_WT_RF_ZT02_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT02_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT02_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT10_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT10 A RFP (Atger15_WT_AL_ZT10_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT10_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT10_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT10_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT10 C RFP (Atger15_WT_RF_ZT10_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT10_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT10_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT18_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT18 A RFP (Atger15_WT_AL_ZT18_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT18_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT18_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT14_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT14 C RFP (Atger15_WT_AL_ZT14_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT14_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT14_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_KO_RF_ZT22_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,KO RF ZT22 C RFP (Atger15_KO_RF_ZT22_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_KO_RF_ZT22_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_KO_RF_ZT22_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT12_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT12 C RFP (Atger15_WT_AL_ZT12_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT12_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT12_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT02_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT02 C RFP (Atger15_WT_AL_ZT02_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT02_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT02_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT18_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT18 D RFP (Atger15_WT_RF_ZT18_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT18_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT18_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT02_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT02 B RFP (Atger15_WT_AL_ZT02_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT02_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT02_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT04_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT04 B RFP (Atger15_WT_AL_ZT04_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT04_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT04_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT08_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT08 C RFP (Atger15_WT_AL_ZT08_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT08_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT08_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT20_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT20 B RFP (Atger15_WT_AL_ZT20_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT20_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT20_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT22_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT22 C RFP (Atger15_WT_RF_ZT22_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT22_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT22_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT10_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT10 D RFP (Atger15_WT_AL_ZT10_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT10_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT10_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT14_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT14 B RFP (Atger15_WT_RF_ZT14_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT14_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT14_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT04_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT04 C RFP (Atger15_WT_AL_ZT04_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT04_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT04_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT18_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT18 C RFP (Atger15_WT_AL_ZT18_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT18_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT18_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT02_B_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT02 B RFP (Atger15_WT_RF_ZT02_B_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT02_B_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT02_B_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_RF_ZT10_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT RF ZT10 A RFP (Atger15_WT_RF_ZT10_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_RF_ZT10_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_RF_ZT10_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT00_D_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT00 D RFP (Atger15_WT_AL_ZT00_D_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT00_D_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT00_D_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT20_A_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT20 A RFP (Atger15_WT_AL_ZT20_A_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT20_A_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT20_A_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_KO_RF_ZT14_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,KO RF ZT14 C RFP (Atger15_KO_RF_ZT14_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_KO_RF_ZT14_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_KO_RF_ZT14_C_RFP_RiboProElong.bw
mammal,Mouse,mm10,RP-ElongatingRibos,Atger15_RiboProElong,Atger15_WT_AL_ZT10_C_RFP_RiboProElong,Mammal,Mouse,Dec. 2011 (GRCm38/mm10),Elongating Ribosomes (A-site),Liver:Atger 2015,WT AL ZT10 C RFP (Atger15_WT_AL_ZT10_C_RFP_RiboProElong),https://gwips.ucc.ie/downloads/download.php?tableName=Atger15_WT_AL_ZT10_C_RFP_RiboProElong&assemblyName=mm10,/home/labs/schwartzlab/Collaboration/databases/GWIPS/mm10/Atger15_WT_AL_ZT10_C_RFP_RiboProElong.bw
